Filnavn,Dato,Verdi_1,Verdi_2,Verdi_3,Verdi_4,Verdi_5,Verdi_6,Verdi_7,Verdi_8
Dagsalgsrapportaugust25.pdf,30,1,157,"34,94",4563,450,13060,3890,16950
Dagsalgsrapportaugust25.pdf,29,2,154,"41,20",7084,374,17194,4579,21773
Dagsalgsrapportaugust25.pdf,1,216,"46,85",5184,461,11064,4806,15870,24
Dagsalgsrapportaugust25.pdf,3,163,"37,97",5225,430,13762,2707,16469,32
Dagsalgsrapportaugust25.pdf,2,4,3,229,"45,96",7335,499,15961,2899
Dagsalgsrapportaugust25.pdf,5,218,"44,61",8930,488,20018,275,20293,41
Dagsalgsrapportaugust25.pdf,4,140,"39,77",3493,351,8782,1734,10517,25
Dagsalgsrapportaugust25.pdf,6,155,"38,18",6805,405,17822,2622,20444,44
Dagsalgsrapportaugust25.pdf,5,220,"43,16",6368,509,14756,5258,20014,29
Dagsalgsrapportaugust25.pdf,7,210,"41,26",5881,509,14254,3455,17709,28
Dagsalgsrapportaugust25.pdf,6,168,"41,64",4716,405,11326,943,12270,28
Dagsalgsrapportaugust25.pdf,8,110,"26,83",3302,410,12306,1685,13991,30
Dagsalgsrapportaugust25.pdf,7,197,"44,25",6122,446,13834,3062,16896,31
Dagsalgsrapportaugust25.pdf,9,176,"40,19",6527,439,16238,4524,20762,37
Dagsalgsrapportaugust25.pdf,8,179,"40,41",4651,443,11509,2582,14091,26
Dagsalgsrapportaugust25.pdf,10,294,"48,02",6460,611,13453,1420,14873,22
Dagsalgsrapportaugust25.pdf,9,11,10,242,"48,88",11133,495,22775,5710
Dagsalgsrapportaugust25.pdf,12,167,"40,51",7693,413,18991,1733,20724,46
Dagsalgsrapportaugust25.pdf,11,258,"48,17",11611,536,24103,4731,28835,45
Dagsalgsrapportaugust25.pdf,13,220,"42,98",6155,511,14319,3446,17766,28
Dagsalgsrapportaugust25.pdf,12,206,"40,15",4125,514,10274,3373,13647,20
Dagsalgsrapportaugust25.pdf,14,102,"29,87",3879,342,12988,2114,15102,38
Dagsalgsrapportaugust25.pdf,13,219,"44,53",6801,493,15274,2522,17796,31
Dagsalgsrapportaugust25.pdf,15,152,"33,87",6702,450,19788,2466,22254,44
Dagsalgsrapportaugust25.pdf,14,158,"37,48",5378,422,14350,2982,17332,34
Dagsalgsrapportaugust25.pdf,16,184,"41,55",6622,443,15939,2996,18935,36
Dagsalgsrapportaugust25.pdf,15,206,"41,92",8240,491,19657,5242,24898,40
Dagsalgsrapportaugust25.pdf,17,187,"43,75",12351,428,28230,1536,29766,66
Dagsalgsrapportaugust25.pdf,16,18,17,207,"40,83",12014,507,29426,2924
Dagsalgsrapportaugust25.pdf,19,230,"43,99",13541,522,30785,5078,35862,59
Dagsalgsrapportaugust25.pdf,18,105,"27,95",5558,375,19887,4347,24234,53
Dagsalgsrapportaugust25.pdf,20,183,"43,39",8773,421,20221,3519,23740,48
Dagsalgsrapportaugust25.pdf,19,159,"36,01",7785,441,21617,3300,24917,49
Dagsalgsrapportaugust25.pdf,21,135,"37,45",6456,359,17241,5145,22386,48
Dagsalgsrapportaugust25.pdf,20,144,"37,07",9379,389,25302,4739,30041,65
Dagsalgsrapportaugust25.pdf,22,210,"42,96",11761,489,27378,2682,30061,56
Dagsalgsrapportaugust25.pdf,21,99,"23,91",6962,416,29113,5454,34567,70
Dagsalgsrapportaugust25.pdf,23,133,"34,15",8942,391,26183,7326,33510,67
Dagsalgsrapportaugust25.pdf,22,157,"35,38",11631,444,32876,2420,35296,74
Dagsalgsrapportaugust25.pdf,24,170,"40,01",15851,426,39622,4131,43754,93
Dagsalgsrapportaugust25.pdf,23,25,24,96,"27,20",1829,354,6723,2732
Dagsalgsrapportaugust25.pdf,19,26,177,"37,64",7809,471,20745,2179,22924
Dagsalgsrapportaugust25.pdf,25,209,"39,11",2717,534,6946,3418,10364,13
Dagsalgsrapportaugust25.pdf,27,135,"29,98",4183,450,13952,3606,17558,31
Dagsalgsrapportaugust25.pdf,26,277,"50,19",7204,552,14354,163,14518,26
Dagsalgsrapportaugust25.pdf,28,91,"22,70",2994,400,13189,467,13656,33
Dagsalgsrapportaugust25.pdf,27,304,"48,00",7003,634,14589,1585,16174,23
Dagsalgsrapportaugust25.pdf,29,190,"38,25",5310,496,13881,3886,17766,28
Dagsalgsrapportaugust25.pdf,28,176,"35,31",5104,499,14457,2022,16478,29
Dagsalgsrapportaugust25.pdf,30,202,"40,56",11337,499,27949,3944,31893,56
Dagsalgsrapportaugust25.pdf,29,241,"40,12",5791,601,14434,1760,16194,24
Dagsalgsrapportaugust25.pdf,31,157,"34,10",10530,461,30878,2881,33759,67
Dagsalgsrapportaugust25.pdf,9,"-0,36",-1881,9,Rek,"-1,70",-7655,-36,"-1,89"
Dagsalgsrapportdesember23.pdf,1,Side,10:13,Kl.,5.03.26,Dato,LIS010,***,DAGSALGSRAPPORT
Dagsalgsrapportdesember23.pdf,19,1,479,"64,11",6701,747,10453,806,11259
Dagsalgsrapportdesember23.pdf,14,2,429,"63,17",6007,679,9509,3302,12810
Dagsalgsrapportdesember23.pdf,14,1,380,"60,14",7592,631,12624,1194,13818
Dagsalgsrapportdesember23.pdf,20,3,482,"61,85",6745,779,10906,2353,13258
Dagsalgsrapportdesember23.pdf,14,2,409,"61,97",817,659,1318,732,2050
Dagsalgsrapportdesember23.pdf,2,4,3,497,"59,64",7460,834,12509,1529
Dagsalgsrapportdesember23.pdf,15,5,496,"61,65",12396,804,20108,2686,22794
Dagsalgsrapportdesember23.pdf,25,4,443,"57,45",7971,771,13874,1578,15453
Dagsalgsrapportdesember23.pdf,18,6,432,"61,52",7345,702,11938,5491,17430
Dagsalgsrapportdesember23.pdf,17,5,596,"60,95",5360,977,8794,1025,9818
Dagsalgsrapportdesember23.pdf,9,7,497,"59,07",9943,842,16832,4532,21364
Dagsalgsrapportdesember23.pdf,20,6,482,"62,16",5300,775,8526,1301,9827
Dagsalgsrapportdesember23.pdf,11,8,520,"60,63",13004,858,21449,3222,24670
Dagsalgsrapportdesember23.pdf,25,7,526,"59,55",7358,883,12356,618,12974
Dagsalgsrapportdesember23.pdf,14,9,508,"62,35",8122,814,13027,2326,15354
Dagsalgsrapportdesember23.pdf,16,8,422,"61,31",12248,689,19978,1730,21707
Dagsalgsrapportdesember23.pdf,29,10,540,"60,46",8641,893,14291,3466,17757
Dagsalgsrapportdesember23.pdf,16,9,415,"62,78",2905,661,4627,750,5377
Dagsalgsrapportdesember23.pdf,7,11,550,"61,04",6050,901,9911,605,10516
Dagsalgsrapportdesember23.pdf,11,10,421,"61,67",9259,682,15014,2388,17402
Dagsalgsrapportdesember23.pdf,22,12,516,"62,59",8779,825,14026,3995,18022
Dagsalgsrapportdesember23.pdf,17,11,416,"59,68",8732,697,14631,794,15426
Dagsalgsrapportdesember23.pdf,21,13,542,"60,36",13016,899,21565,5035,26600
Dagsalgsrapportdesember23.pdf,24,12,397,"49,86",11911,796,23889,1293,25182
Dagsalgsrapportdesember23.pdf,30,14,459,"60,91",7803,754,12810,2951,15762
Dagsalgsrapportdesember23.pdf,17,13,489,"63,32",8305,771,13115,2263,15378
Dagsalgsrapportdesember23.pdf,17,15,387,"55,89",20107,692,35974,4170,40144
Dagsalgsrapportdesember23.pdf,14,492,"57,86",6881,849,11893,2069,13962,14
Dagsalgsrapportdesember23.pdf,16,473,"59,96",11353,789,18934,6126,25060,24
Dagsalgsrapportdesember23.pdf,15,435,"59,98",9563,725,15944,2295,18239,22
Dagsalgsrapportdesember23.pdf,17,467,"59,87",12598,779,21042,7925,28967,27
Dagsalgsrapportdesember23.pdf,16,428,"62,76",6424,682,10236,1198,11434,15
Dagsalgsrapportdesember23.pdf,18,383,"63,20",4595,606,7270,2410,9680,12
Dagsalgsrapportdesember23.pdf,17,451,"58,93",5864,765,9950,3288,13238,13
Dagsalgsrapportdesember23.pdf,19,497,"61,14",13414,813,21938,3171,25110,27
Dagsalgsrapportdesember23.pdf,18,543,"60,53",10308,896,17030,2565,19595,19
Dagsalgsrapportdesember23.pdf,20,509,"60,59",10687,840,17639,4113,21752,21
Dagsalgsrapportdesember23.pdf,19,404,"65,42",3633,617,5554,2605,8158,9
Dagsalgsrapportdesember23.pdf,21,428,"60,63",12844,706,21184,8580,29764,30
Dagsalgsrapportdesember23.pdf,20,312,"55,40",7178,563,12958,3701,16658,23
Dagsalgsrapportdesember23.pdf,22,479,"61,29",10056,781,16407,4574,20981,21
Dagsalgsrapportdesember23.pdf,21,414,"62,28",9531,665,15302,4233,19535,23
Dagsalgsrapportdesember23.pdf,23,435,"62,22",13494,700,21687,7014,28702,31
Dagsalgsrapportdesember23.pdf,22,371,"55,77",2964,664,5314,1321,6635,8
Dagsalgsrapportdesember23.pdf,24,443,"61,15",8419,725,13769,4987,18756,19
Dagsalgsrapportdesember23.pdf,23,25,24,26,25,527,"66,74",2107,789
Dagsalgsrapportdesember23.pdf,4,27,26,494,"55,51",5928,890,10680,1049
Dagsalgsrapportdesember23.pdf,12,28,582,"59,42",8143,979,13705,494,14199
Dagsalgsrapportdesember23.pdf,14,27,522,"48,94",2089,1067,4269,503,4772
Dagsalgsrapportdesember23.pdf,4,29,486,"58,87",7768,825,13195,3117,16312
Dagsalgsrapportdesember23.pdf,16,28,311,"45,04",2801,691,6218,716,6934
Dagsalgsrapportdesember23.pdf,9,30,391,"57,86",6655,677,11502,3783,15286
Dagsalgsrapportdesember23.pdf,17,29,356,"51,67",2135,689,4132,701,4833
Dagsalgsrapportdesember23.pdf,6,31,508,"60,56",6090,838,10056,2894,12950
Dagsalgsrapportdesember23.pdf,12,31 30,-----------------------------------------------------------------,-----------------------------------------------------------------,438,"59,02",187802,742,318199
Dagsalgsrapportdesember23.pdf,7,"-0,30",-1267,6,Rek,"-2,69",-8573,-37,"-1,66"
Dagsalgsrapportdesember24.pdf,1,Side,10:21,Kl.,5.03.26,Dato,LIS010,***,DAGSALGSRAPPORT
Dagsalgsrapportdesember24.pdf,14,1,482,"61,85",6745,779,10906,2353,13258
Dagsalgsrapportdesember24.pdf,14,3 2,1,496,"61,65",12396,804,20108,2686
Dagsalgsrapportdesember24.pdf,25,4,489,"62,30",11246,785,18053,4346,22398
Dagsalgsrapportdesember24.pdf,23,2,432,"61,52",7345,702,11938,5491,17430
Dagsalgsrapportdesember24.pdf,17,5,419,"58,54",10050,715,17166,3697,20863
Dagsalgsrapportdesember24.pdf,24,3,497,"59,07",9943,842,16832,4532,21364
Dagsalgsrapportdesember24.pdf,20,6,381,"58,33",7612,652,13049,3231,16280
Dagsalgsrapportdesember24.pdf,20,4,520,"60,63",13004,858,21449,3222,24670
Dagsalgsrapportdesember24.pdf,25,7,495,"63,03",7924,786,12571,812,13383
Dagsalgsrapportdesember24.pdf,16,5,508,"62,35",8122,814,13027,2326,15354
Dagsalgsrapportdesember24.pdf,16,8,444,"61,67",12000,721,19459,3917,23376
Dagsalgsrapportdesember24.pdf,27,6,540,"60,46",8641,893,14291,3466,17757
Dagsalgsrapportdesember24.pdf,16,9,461,"59,20",14288,779,24137,4026,28163
Dagsalgsrapportdesember24.pdf,31,7,550,"61,04",6050,901,9911,605,10516
Dagsalgsrapportdesember24.pdf,11,10,530,"56,30",4771,942,8474,162,8635
Dagsalgsrapportdesember24.pdf,9,8,516,"62,59",8779,825,14026,3995,18022
Dagsalgsrapportdesember24.pdf,17,11,612,"60,25",13462,1016,22343,3571,25914
Dagsalgsrapportdesember24.pdf,22,9,542,"60,36",13016,899,21565,5035,26600
Dagsalgsrapportdesember24.pdf,24,12,494,"61,76",10876,801,17611,2726,20338
Dagsalgsrapportdesember24.pdf,22,10,459,"60,91",7803,754,12810,2951,15762
Dagsalgsrapportdesember24.pdf,17,13,466,"62,64",15845,744,25294,5698,30991
Dagsalgsrapportdesember24.pdf,11,387,"55,89",20107,692,35974,4170,40144,52
Dagsalgsrapportdesember24.pdf,14,452,"60,16",14015,752,23298,4371,27669,31
Dagsalgsrapportdesember24.pdf,12,473,"59,96",11353,789,18934,6126,25060,24
Dagsalgsrapportdesember24.pdf,15,503,"59,37",17110,848,28821,5353,34174,34
Dagsalgsrapportdesember24.pdf,13,467,"59,87",12598,779,21042,7925,28967,27
Dagsalgsrapportdesember24.pdf,16,453,"56,88",14500,797,25494,5865,31358,32
Dagsalgsrapportdesember24.pdf,14,383,"63,20",4595,606,7270,2410,9680,12
Dagsalgsrapportdesember24.pdf,17,539,"57,44",10780,938,18769,2198,20966,20
Dagsalgsrapportdesember24.pdf,15,497,"61,14",13414,813,21938,3171,25110,27
Dagsalgsrapportdesember24.pdf,18,500,"60,18",16497,831,27414,5356,32770,33
Dagsalgsrapportdesember24.pdf,16,509,"60,59",10687,840,17639,4113,21752,21
Dagsalgsrapportdesember24.pdf,19,440,"59,11",8796,744,14881,3675,18556,20
Dagsalgsrapportdesember24.pdf,17,428,"60,63",12844,706,21184,8580,29764,30
Dagsalgsrapportdesember24.pdf,20,487,"62,47",14122,780,22606,6308,28914,29
Dagsalgsrapportdesember24.pdf,18,479,"61,29",10056,781,16407,4574,20981,21
Dagsalgsrapportdesember24.pdf,21,376,"58,93",9026,638,15318,4025,19342,24
Dagsalgsrapportdesember24.pdf,19,435,"62,22",13494,700,21687,7014,28702,31
Dagsalgsrapportdesember24.pdf,22,475,"59,50",12342,798,20742,6429,27170,26
Dagsalgsrapportdesember24.pdf,20,443,"61,15",8419,725,13769,4987,18756,19
Dagsalgsrapportdesember24.pdf,23,445,"57,85",14690,769,25393,7429,32822,33
Dagsalgsrapportdesember24.pdf,21,24,457,"59,12",5481,773,9270,2047,11318
Dagsalgsrapportdesember24.pdf,12,22,25,481,"61,25",13946,785,22770,7253
Dagsalgsrapportdesember24.pdf,29,23,26,354,"57,07",3539,620,6201,1321
Dagsalgsrapportdesember24.pdf,10,24,582,"59,42",8143,979,13705,494,14199
Dagsalgsrapportdesember24.pdf,14,27,25,486,"58,87",7768,825,13195,3117
Dagsalgsrapportdesember24.pdf,16,28,26,391,"57,86",6655,677,11502,3783
Dagsalgsrapportdesember24.pdf,17,29,461,"56,96",6452,809,11326,4437,15763
Dagsalgsrapportdesember24.pdf,14,27,508,"60,56",6090,838,10056,2894,12950
Dagsalgsrapportdesember24.pdf,12,30,333,"52,06",5996,640,11518,4482,16000
Dagsalgsrapportdesember24.pdf,18,28,31,368,"65,81",1104,559,1678,1678
Dagsalgsrapportdesember24.pdf,3,29,358,"55,99",10015,639,17888,3738,21626
Dagsalgsrapportdesember24.pdf,28,30,288,"54,28",4317,530,7953,1840,9793
Dagsalgsrapportdesember24.pdf,15,31,-----------------------------------------------------------------,-----------------------------------------------------------------,471,"60,40",254074,780,420676
Dagsalgsrapportdesember24.pdf,6,"-1,00",-4920,14,Rek,"-1,66",-6986,-36,"-1,53"
Dagsalgsrapportdesember25.pdf,1,Side,10:34,Kl.,5.03.26,Dato,LIS010,***,DAGSALGSRAPPORT
Dagsalgsrapportdesember25.pdf,1,489,"62,30",11246,785,18053,4346,22398,23
Dagsalgsrapportdesember25.pdf,2,461,"62,34",20728,739,33251,3905,37156,45
Dagsalgsrapportdesember25.pdf,1,419,"58,54",10050,715,17166,3697,20863,24
Dagsalgsrapportdesember25.pdf,3,526,"61,52",13154,855,21380,3425,24805,25
Dagsalgsrapportdesember25.pdf,2,381,"58,33",7612,652,13049,3231,16280,20
Dagsalgsrapportdesember25.pdf,4,478,"63,06",8610,759,13654,2541,16195,18
Dagsalgsrapportdesember25.pdf,3,495,"63,03",7924,786,12571,812,13383,16
Dagsalgsrapportdesember25.pdf,5,468,"57,85",5144,808,8892,3599,12491,11
Dagsalgsrapportdesember25.pdf,4,444,"61,67",12000,721,19459,3917,23376,27
Dagsalgsrapportdesember25.pdf,6,550,"59,50",9346,924,15708,3591,19299,17
Dagsalgsrapportdesember25.pdf,5,461,"59,20",14288,779,24137,4026,28163,31
Dagsalgsrapportdesember25.pdf,7,392,"55,03",15672,712,28481,2608,31089,40
Dagsalgsrapportdesember25.pdf,6,530,"56,30",4771,942,8474,162,8635,9
Dagsalgsrapportdesember25.pdf,8,349,"48,04",4187,726,8715,1122,9838,12
Dagsalgsrapportdesember25.pdf,7,612,"60,25",13462,1016,22343,3571,25914,22
Dagsalgsrapportdesember25.pdf,9,451,"62,24",9470,725,15215,5343,20558,21
Dagsalgsrapportdesember25.pdf,8,494,"61,76",10876,801,17611,2726,20338,22
Dagsalgsrapportdesember25.pdf,10,436,"54,09",7848,806,14509,2285,16794,18
Dagsalgsrapportdesember25.pdf,9,466,"62,64",15845,744,25294,5698,30991,34
Dagsalgsrapportdesember25.pdf,11,376,"52,24",6397,720,12246,3254,15499,17
Dagsalgsrapportdesember25.pdf,10,452,"60,16",14015,752,23298,4371,27669,31
Dagsalgsrapportdesember25.pdf,12,435,"56,96",13058,764,22926,3714,26640,30
Dagsalgsrapportdesember25.pdf,11,503,"59,37",17110,848,28821,5353,34174,34
Dagsalgsrapportdesember25.pdf,13,430,"55,78",19362,771,34709,5159,39868,45
Dagsalgsrapportdesember25.pdf,12,453,"56,88",14500,797,25494,5865,31358,32
Dagsalgsrapportdesember25.pdf,14,448,"59,86",13425,748,22426,5195,27621,30
Dagsalgsrapportdesember25.pdf,13,539,"57,44",10780,938,18769,2198,20966,20
Dagsalgsrapportdesember25.pdf,15,251,"53,32",2766,472,5187,6544,11731,11
Dagsalgsrapportdesember25.pdf,14,500,"60,18",16497,831,27414,5356,32770,33
Dagsalgsrapportdesember25.pdf,16,412,"56,92",12774,724,22442,9166,31608,31
Dagsalgsrapportdesember25.pdf,15,440,"59,11",8796,744,14881,3675,18556,20
Dagsalgsrapportdesember25.pdf,17,494,"60,18",12360,822,20540,2392,22932,25
Dagsalgsrapportdesember25.pdf,16,487,"62,47",14122,780,22606,6308,28914,29
Dagsalgsrapportdesember25.pdf,18,436,"61,80",9601,706,15537,7346,22882,22
Dagsalgsrapportdesember25.pdf,17,376,"58,93",9026,638,15318,4025,19342,24
Dagsalgsrapportdesember25.pdf,19,364,"57,85",7282,629,12588,3608,16196,20
Dagsalgsrapportdesember25.pdf,18,475,"59,50",12342,798,20742,6429,27170,26
Dagsalgsrapportdesember25.pdf,20,487,"55,51",16086,878,28979,4934,33914,33
Dagsalgsrapportdesember25.pdf,19,445,"57,85",14690,769,25393,7429,32822,33
Dagsalgsrapportdesember25.pdf,21,418,"59,03",9199,708,15585,4630,20215,22
Dagsalgsrapportdesember25.pdf,20,457,"59,12",5481,773,9270,2047,11318,12
Dagsalgsrapportdesember25.pdf,22,438,"58,44",5698,750,9750,1240,10990,13
Dagsalgsrapportdesember25.pdf,21,481,"61,25",13946,785,22770,7253,30022,29
Dagsalgsrapportdesember25.pdf,23,481,"60,64",14922,794,24609,6339,30948,31
Dagsalgsrapportdesember25.pdf,22,354,"57,07",3539,620,6201,1321,7522,10
Dagsalgsrapportdesember25.pdf,24,328,"49,23",4927,667,10009,5564,15573,15
Dagsalgsrapportdesember25.pdf,23,25,533,"61,27",4261,869,6954,1679,8634
Dagsalgsrapportdesember25.pdf,8,24,26,25,461,"56,96",6452,809,11326
Dagsalgsrapportdesember25.pdf,14,27,26,333,"52,06",5996,640,11518,4482
Dagsalgsrapportdesember25.pdf,18,28,432,"58,22",9064,741,15570,2115,17685
Dagsalgsrapportdesember25.pdf,21,27,368,"65,81",1104,559,1678,1678,3
Dagsalgsrapportdesember25.pdf,29,28,358,"55,99",10015,639,17888,3738,21626
Dagsalgsrapportdesember25.pdf,28,30,488,"61,80",8288,789,13412,843,14255
Dagsalgsrapportdesember25.pdf,17,29,288,"54,28",4317,530,7953,1840,9793
Dagsalgsrapportdesember25.pdf,15,31,355,"53,97",3904,658,7234,1334,8567
Dagsalgsrapportdesember25.pdf,11,30,425,"56,01",5104,759,9113,414,9527
Dagsalgsrapportdesember25.pdf,12,31,-----------------------------------------------------------------,-----------------------------------------------------------------,455,"59,41",290803,766,489494
Dagsalgsrapportdesember25.pdf,14,"-0,73",-3443,11,Rek,"-1,48",-7267,-33,"-1,21"
Dagsalgsrapportfeb23.pdf,1,Side,10:06,Kl.,5.03.26,Dato,LIS010,***,DAGSALGSRAPPORT
Dagsalgsrapportfeb23.pdf,13,1,182,"35,72",2543,508,7118,932,8050
Dagsalgsrapportfeb23.pdf,14,2,118,"31,07",2945,379,9480,761,10241
Dagsalgsrapportfeb23.pdf,25,1,83,"22,13",1083,376,4894,672,5566
Dagsalgsrapportfeb23.pdf,13,3,171,"41,88",2738,409,6538,437,6974
Dagsalgsrapportfeb23.pdf,16,2,106,"29,89",1916,356,6410,285,6694
Dagsalgsrapportfeb23.pdf,18,4,74,"25,93",889,286,3429,112,3541
Dagsalgsrapportfeb23.pdf,12,3,151,"37,75",4375,400,11590,865,12454
Dagsalgsrapportfeb23.pdf,29,5,228,"49,02",3873,465,7902,829,8730
Dagsalgsrapportfeb23.pdf,17,4,6,5,33,"11,79",366,282,3103
Dagsalgsrapportfeb23.pdf,11,7,81,"19,32",970,418,5021,275,5296
Dagsalgsrapportfeb23.pdf,12,6,142,"36,01",1707,395,4741,613,5354
Dagsalgsrapportfeb23.pdf,12,8,146,"36,82",3203,395,8698,244,8942
Dagsalgsrapportfeb23.pdf,22,7,124,"32,39",1854,382,5725,207,5932
Dagsalgsrapportfeb23.pdf,15,9,169,"41,01",4900,412,11948,578,12526
Dagsalgsrapportfeb23.pdf,29,8,308,"49,70",3691,619,7427,436,7863
Dagsalgsrapportfeb23.pdf,12,10,112,"29,60",2352,378,7947,816,8763
Dagsalgsrapportfeb23.pdf,21,9,206,"36,16",2879,569,7962,410,8372
Dagsalgsrapportfeb23.pdf,14,11,165,"39,27",6280,421,15993,671,16664
Dagsalgsrapportfeb23.pdf,10,166,"40,67",3648,408,8969,293,9262,22
Dagsalgsrapportfeb23.pdf,12,187,"39,97",4116,468,10298,967,11265,22
Dagsalgsrapportfeb23.pdf,11,13,12,204,"40,28",4283,506,10632,374
Dagsalgsrapportfeb23.pdf,21,14,165,"39,36",5454,420,13858,406,14263
Dagsalgsrapportfeb23.pdf,13,126,"33,83",2138,372,6319,375,6694,17
Dagsalgsrapportfeb23.pdf,15,105,"32,09",1893,328,5898,226,6124,18
Dagsalgsrapportfeb23.pdf,14,207,"44,34",2896,467,6532,308,6840,14
Dagsalgsrapportfeb23.pdf,16,134,"34,43",2544,389,7388,518,7906,19
Dagsalgsrapportfeb23.pdf,15,235,"52,34",2584,449,4937,322,5258,11
Dagsalgsrapportfeb23.pdf,17,92,"24,67",6003,374,24329,770,25098,65
Dagsalgsrapportfeb23.pdf,16,221,"40,61",4201,544,10345,423,10768,19
Dagsalgsrapportfeb23.pdf,18,89,"23,12",11348,386,49083,664,49747,127
Dagsalgsrapportfeb23.pdf,17,186,"43,19",2786,430,6450,475,6926,15
Dagsalgsrapportfeb23.pdf,19,121,"28,02",13176,431,47017,1613,48630,109
Dagsalgsrapportfeb23.pdf,18,20,19,117,"25,43",1399,458,5501,381
Dagsalgsrapportfeb23.pdf,12,21,72,"18,47",3966,390,21471,1052,22523
Dagsalgsrapportfeb23.pdf,20,140,"32,56",2106,431,6467,485,6952,15
Dagsalgsrapportfeb23.pdf,22,60,"17,39",5103,345,29347,787,30134,85
Dagsalgsrapportfeb23.pdf,21,104,"30,32",1451,342,4786,406,5192,14
Dagsalgsrapportfeb23.pdf,23,56,"16,90",3882,333,22977,645,23622,69
Dagsalgsrapportfeb23.pdf,22,306,"55,29",1834,553,3317,443,3760,6
Dagsalgsrapportfeb23.pdf,24,71,"23,42",2640,305,11274,501,11774,37
Dagsalgsrapportfeb23.pdf,23,103,"25,65",1846,400,7198,455,7653,18
Dagsalgsrapportfeb23.pdf,25,79,"23,36",3926,336,16803,1202,18005,50
Dagsalgsrapportfeb23.pdf,24,208,"39,42",1875,528,4756,173,4929,9
Dagsalgsrapportfeb23.pdf,26,71,"20,45",3847,348,18814,823,19637,54
Dagsalgsrapportfeb23.pdf,25,27,26,179,"42,15",2685,425,6370,347
Dagsalgsrapportfeb23.pdf,15,28,32,"11,04",1045,287,9467,706,10174
Dagsalgsrapportfeb23.pdf,27,43,"12,76",2295,333,17981,626,18607,54
Dagsalgsrapportfeb23.pdf,28,-----------------------------------------------------------------,-----------------------------------------------------------------,160,"36,73",57362,435,156171,10812
Dagsalgsrapportfeb23.pdf,6,"-1,49",-5730,17,Rek,"-1,01",-1580,-7,"-0,35"
Dagsalgsrapportfeb23.pdf,3,C+S,,,,,,,
Dagsalgsrapportfebruar24.pdf,1,Side,10:16,Kl.,5.03.26,Dato,LIS010,***,DAGSALGSRAPPORT
Dagsalgsrapportfebruar24.pdf,25,1,171,"41,88",2738,409,6538,437,6974
Dagsalgsrapportfebruar24.pdf,16,2,129,"30,20",3219,426,10658,2623,13282
Dagsalgsrapportfebruar24.pdf,25,1,74,"25,93",889,286,3429,112,3541
Dagsalgsrapportfebruar24.pdf,12,3,63,"17,60",1753,356,9962,1779,11742
Dagsalgsrapportfebruar24.pdf,28,2,228,"49,02",3873,465,7902,829,8730
Dagsalgsrapportfebruar24.pdf,17,4,197,"39,19",6103,502,15574,2818,18391
Dagsalgsrapportfebruar24.pdf,31,3,5,4,81,"19,32",970,418,5021
Dagsalgsrapportfebruar24.pdf,12,6,94,"24,67",4251,383,17230,1358,18588
Dagsalgsrapportfebruar24.pdf,5,146,"36,82",3203,395,8698,244,8942,22
Dagsalgsrapportfebruar24.pdf,7,110,"24,71",2860,445,11574,2818,14391,26
Dagsalgsrapportfebruar24.pdf,6,169,"41,01",4900,412,11948,578,12526,29
Dagsalgsrapportfebruar24.pdf,8,126,"30,32",6045,415,19934,1805,21739,48
Dagsalgsrapportfebruar24.pdf,7,112,"29,60",2352,378,7947,816,8763,21
Dagsalgsrapportfebruar24.pdf,9,74,"18,77",2291,394,12206,2496,14702,31
Dagsalgsrapportfebruar24.pdf,8,165,"39,27",6280,421,15993,671,16664,38
Dagsalgsrapportfebruar24.pdf,10,118,"31,41",5064,375,16121,3949,20070,43
Dagsalgsrapportfebruar24.pdf,9,187,"39,97",4116,468,10298,967,11265,22
Dagsalgsrapportfebruar24.pdf,11,63,"19,34",3255,324,16826,1410,18236,52
Dagsalgsrapportfebruar24.pdf,10,12,11,165,"39,36",5454,420,13858,406
Dagsalgsrapportfebruar24.pdf,13,135,"30,96",3926,437,12681,1532,14213,29
Dagsalgsrapportfebruar24.pdf,12,105,"32,09",1893,328,5898,226,6124,18
Dagsalgsrapportfebruar24.pdf,14,111,"26,81",3230,415,12048,1667,13715,29
Dagsalgsrapportfebruar24.pdf,13,134,"34,43",2544,389,7388,518,7906,19
Dagsalgsrapportfebruar24.pdf,15,111,"31,04",3775,358,12162,3322,15484,34
Dagsalgsrapportfebruar24.pdf,14,92,"24,67",6003,374,24329,770,25098,65
Dagsalgsrapportfebruar24.pdf,16,120,"29,35",4940,411,16833,4357,21190,41
Dagsalgsrapportfebruar24.pdf,15,89,"23,12",11348,386,49083,664,49747,127
Dagsalgsrapportfebruar24.pdf,17,119,"28,21",3217,422,11405,2325,13730,27
Dagsalgsrapportfebruar24.pdf,16,121,"28,02",13176,431,47017,1613,48630,109
Dagsalgsrapportfebruar24.pdf,18,100,"27,92",7373,357,26409,1551,27960,74
Dagsalgsrapportfebruar24.pdf,17,19,18,72,"18,47",3966,390,21471,1052
Dagsalgsrapportfebruar24.pdf,20,141,"29,82",5633,472,18889,2164,21053,40
Dagsalgsrapportfebruar24.pdf,19,60,"17,39",5103,345,29347,787,30134,85
Dagsalgsrapportfebruar24.pdf,21,103,"24,64",3506,418,14229,1819,16048,34
Dagsalgsrapportfebruar24.pdf,20,56,"16,90",3882,333,22977,645,23622,69
