År,Måned,Dag,Antall_par,Omsetning_sko,Omsetning_tilbehor,Omsetning_total,Dekningsgrad_prosent,Snittpris_sko,Filnavn
2024,August,8,25.0,8782.0,1734.0,10517.0,39.77,351.0,Dagsalgsrapportaugust24.pdf
2024,August,6,34.0,19948.0,4181.0,24129.0,52.19,587.0,Dagsalgsrapportaugust24.pdf
2024,August,9,29.0,14756.0,5258.0,20014.0,43.16,509.0,Dagsalgsrapportaugust24.pdf
2024,August,7,23.0,12354.0,1882.0,14237.0,46.76,537.0,Dagsalgsrapportaugust24.pdf
2024,August,10,28.0,11326.0,943.0,12270.0,41.64,405.0,Dagsalgsrapportaugust24.pdf
2024,August,8,32.0,16434.0,2893.0,19326.0,52.17,514.0,Dagsalgsrapportaugust24.pdf
2024,August,11,31.0,13834.0,3062.0,16896.0,44.25,446.0,Dagsalgsrapportaugust24.pdf
2024,August,9,26.0,12667.0,3482.0,16149.0,52.53,487.0,Dagsalgsrapportaugust24.pdf
2024,August,12,26.0,11509.0,2582.0,14091.0,40.41,443.0,Dagsalgsrapportaugust24.pdf
2024,August,10,2500.0,8576.0,475.0,21380.0,11.0,40.11,Dagsalgsrapportaugust24.pdf
2024,August,14,46.0,22775.0,5710.0,28486.0,48.88,495.0,Dagsalgsrapportaugust24.pdf
2024,August,12,47.0,18862.0,5542.0,24404.0,39.17,401.0,Dagsalgsrapportaugust24.pdf
2024,August,15,45.0,24103.0,4731.0,28835.0,48.17,536.0,Dagsalgsrapportaugust24.pdf
2024,August,13,47.0,22962.0,5430.0,28393.0,42.84,489.0,Dagsalgsrapportaugust24.pdf
2024,August,16,20.0,10274.0,3373.0,13647.0,40.15,514.0,Dagsalgsrapportaugust24.pdf
2024,August,14,32.0,13159.0,3130.0,16290.0,44.59,411.0,Dagsalgsrapportaugust24.pdf
2024,August,17,31.0,15274.0,2522.0,17796.0,44.53,493.0,Dagsalgsrapportaugust24.pdf
2024,August,15,39.0,18339.0,2702.0,21041.0,46.17,470.0,Dagsalgsrapportaugust24.pdf
2024,August,18,34.0,14350.0,2982.0,17332.0,37.48,422.0,Dagsalgsrapportaugust24.pdf
2024,August,16,61.0,27751.0,4854.0,32605.0,44.46,455.0,Dagsalgsrapportaugust24.pdf
2024,August,19,40.0,19657.0,5242.0,24898.0,41.92,491.0,Dagsalgsrapportaugust24.pdf
2024,August,17,1080.0,1668.0,293.0,6729.0,18.0,24.79,Dagsalgsrapportaugust24.pdf
2024,August,23,32350.0,507.0,29426.0,2924.0,207.0,12014.0,Dagsalgsrapportaugust24.pdf
2024,August,19,24.0,10759.0,2498.0,13257.0,49.79,448.0,Dagsalgsrapportaugust24.pdf
2024,August,22,53.0,19887.0,4347.0,24234.0,27.95,375.0,Dagsalgsrapportaugust24.pdf
2024,August,20,25.0,10679.0,1656.0,12335.0,40.55,427.0,Dagsalgsrapportaugust24.pdf
2024,August,23,49.0,21617.0,3300.0,24917.0,36.01,441.0,Dagsalgsrapportaugust24.pdf
2024,August,21,27.0,8943.0,1638.0,10581.0,46.47,331.0,Dagsalgsrapportaugust24.pdf
2024,August,24,65.0,25302.0,4739.0,30041.0,37.07,389.0,Dagsalgsrapportaugust24.pdf
2024,August,22,46.0,23980.0,4709.0,28689.0,43.41,521.0,Dagsalgsrapportaugust24.pdf
2024,August,25,70.0,29113.0,5454.0,34567.0,23.91,416.0,Dagsalgsrapportaugust24.pdf
2024,August,23,112.0,46534.0,5477.0,52010.0,28.03,415.0,Dagsalgsrapportaugust24.pdf
2024,August,26,74.0,32876.0,2420.0,35296.0,35.38,444.0,Dagsalgsrapportaugust24.pdf
2024,August,24,542.0,6652.0,551.0,14333.0,25.0,46.41,Dagsalgsrapportaugust24.pdf
2024,August,26,9455.0,354.0,6723.0,2732.0,96.0,1829.0,Dagsalgsrapportaugust24.pdf
2024,August,19,17406.0,633.0,11391.0,6015.0,326.0,5871.0,Dagsalgsrapportaugust24.pdf
2024,August,18,10364.0,534.0,6946.0,3418.0,209.0,2717.0,Dagsalgsrapportaugust24.pdf
2024,August,13,16393.0,769.0,13069.0,3324.0,457.0,7776.0,Dagsalgsrapportaugust24.pdf
2024,August,17,14518.0,552.0,14354.0,163.0,277.0,7204.0,Dagsalgsrapportaugust24.pdf
2024,August,26,14558.0,718.0,12205.0,2353.0,402.0,6842.0,Dagsalgsrapportaugust24.pdf
2024,August,17,16174.0,634.0,14589.0,1585.0,304.0,7003.0,Dagsalgsrapportaugust24.pdf
2024,August,23,16478.0,499.0,14457.0,2022.0,176.0,5104.0,Dagsalgsrapportaugust24.pdf
2024,August,29,16194.0,601.0,14434.0,1760.0,241.0,5791.0,Dagsalgsrapportaugust24.pdf
2024,August,24,442336.0,45.34,200542.0,475.0,,215.0,Dagsalgsrapportaugust24.pdf
2024,August,10,-1.7,-0.89,-3945.0,-1.0,-2679.0,,Dagsalgsrapportaugust24.pdf
2025,August,30,16950.0,450.0,13060.0,3890.0,157.0,4563.0,Dagsalgsrapportaugust25.pdf
2025,August,29,21773.0,374.0,17194.0,4579.0,154.0,7084.0,Dagsalgsrapportaugust25.pdf
2025,August,1,24.0,11064.0,4806.0,15870.0,46.85,461.0,Dagsalgsrapportaugust25.pdf
2025,August,3,32.0,13762.0,2707.0,16469.0,37.97,430.0,Dagsalgsrapportaugust25.pdf
2025,August,2,2899.0,7335.0,499.0,15961.0,3.0,45.96,Dagsalgsrapportaugust25.pdf
2025,August,5,41.0,20018.0,275.0,20293.0,44.61,488.0,Dagsalgsrapportaugust25.pdf
2025,August,4,25.0,8782.0,1734.0,10517.0,39.77,351.0,Dagsalgsrapportaugust25.pdf
2025,August,6,44.0,17822.0,2622.0,20444.0,38.18,405.0,Dagsalgsrapportaugust25.pdf
2025,August,5,29.0,14756.0,5258.0,20014.0,43.16,509.0,Dagsalgsrapportaugust25.pdf
2025,August,7,28.0,14254.0,3455.0,17709.0,41.26,509.0,Dagsalgsrapportaugust25.pdf
2025,August,6,28.0,11326.0,943.0,12270.0,41.64,405.0,Dagsalgsrapportaugust25.pdf
2025,August,8,30.0,12306.0,1685.0,13991.0,26.83,410.0,Dagsalgsrapportaugust25.pdf
2025,August,7,31.0,13834.0,3062.0,16896.0,44.25,446.0,Dagsalgsrapportaugust25.pdf
2025,August,9,37.0,16238.0,4524.0,20762.0,40.19,439.0,Dagsalgsrapportaugust25.pdf
2025,August,8,26.0,11509.0,2582.0,14091.0,40.41,443.0,Dagsalgsrapportaugust25.pdf
2025,August,10,22.0,13453.0,1420.0,14873.0,48.02,611.0,Dagsalgsrapportaugust25.pdf
2025,August,9,5710.0,11133.0,495.0,22775.0,10.0,48.88,Dagsalgsrapportaugust25.pdf
2025,August,12,46.0,18991.0,1733.0,20724.0,40.51,413.0,Dagsalgsrapportaugust25.pdf
2025,August,11,45.0,24103.0,4731.0,28835.0,48.17,536.0,Dagsalgsrapportaugust25.pdf
2025,August,13,28.0,14319.0,3446.0,17766.0,42.98,511.0,Dagsalgsrapportaugust25.pdf
2025,August,12,20.0,10274.0,3373.0,13647.0,40.15,514.0,Dagsalgsrapportaugust25.pdf
2025,August,14,38.0,12988.0,2114.0,15102.0,29.87,342.0,Dagsalgsrapportaugust25.pdf
2025,August,13,31.0,15274.0,2522.0,17796.0,44.53,493.0,Dagsalgsrapportaugust25.pdf
2025,August,15,44.0,19788.0,2466.0,22254.0,33.87,450.0,Dagsalgsrapportaugust25.pdf
2025,August,14,34.0,14350.0,2982.0,17332.0,37.48,422.0,Dagsalgsrapportaugust25.pdf
2025,August,16,36.0,15939.0,2996.0,18935.0,41.55,443.0,Dagsalgsrapportaugust25.pdf
2025,August,15,40.0,19657.0,5242.0,24898.0,41.92,491.0,Dagsalgsrapportaugust25.pdf
2025,August,17,66.0,28230.0,1536.0,29766.0,43.75,428.0,Dagsalgsrapportaugust25.pdf
2025,August,16,2924.0,12014.0,507.0,29426.0,17.0,40.83,Dagsalgsrapportaugust25.pdf
2025,August,19,59.0,30785.0,5078.0,35862.0,43.99,522.0,Dagsalgsrapportaugust25.pdf
2025,August,18,53.0,19887.0,4347.0,24234.0,27.95,375.0,Dagsalgsrapportaugust25.pdf
2025,August,20,48.0,20221.0,3519.0,23740.0,43.39,421.0,Dagsalgsrapportaugust25.pdf
2025,August,19,49.0,21617.0,3300.0,24917.0,36.01,441.0,Dagsalgsrapportaugust25.pdf
2025,August,21,48.0,17241.0,5145.0,22386.0,37.45,359.0,Dagsalgsrapportaugust25.pdf
2025,August,20,65.0,25302.0,4739.0,30041.0,37.07,389.0,Dagsalgsrapportaugust25.pdf
2025,August,22,56.0,27378.0,2682.0,30061.0,42.96,489.0,Dagsalgsrapportaugust25.pdf
2025,August,21,70.0,29113.0,5454.0,34567.0,23.91,416.0,Dagsalgsrapportaugust25.pdf
2025,August,23,67.0,26183.0,7326.0,33510.0,34.15,391.0,Dagsalgsrapportaugust25.pdf
2025,August,22,74.0,32876.0,2420.0,35296.0,35.38,444.0,Dagsalgsrapportaugust25.pdf
2025,August,24,93.0,39622.0,4131.0,43754.0,40.01,426.0,Dagsalgsrapportaugust25.pdf
2025,August,23,2732.0,1829.0,354.0,6723.0,24.0,27.2,Dagsalgsrapportaugust25.pdf
2025,August,19,22924.0,471.0,20745.0,2179.0,177.0,7809.0,Dagsalgsrapportaugust25.pdf
2025,August,25,13.0,6946.0,3418.0,10364.0,39.11,534.0,Dagsalgsrapportaugust25.pdf
2025,August,27,31.0,13952.0,3606.0,17558.0,29.98,450.0,Dagsalgsrapportaugust25.pdf
2025,August,26,26.0,14354.0,163.0,14518.0,50.19,552.0,Dagsalgsrapportaugust25.pdf
2025,August,28,33.0,13189.0,467.0,13656.0,22.7,400.0,Dagsalgsrapportaugust25.pdf
2025,August,27,23.0,14589.0,1585.0,16174.0,48.0,634.0,Dagsalgsrapportaugust25.pdf
2025,August,29,28.0,13881.0,3886.0,17766.0,38.25,496.0,Dagsalgsrapportaugust25.pdf
2025,August,28,29.0,14457.0,2022.0,16478.0,35.31,499.0,Dagsalgsrapportaugust25.pdf
2025,August,30,56.0,27949.0,3944.0,31893.0,40.56,499.0,Dagsalgsrapportaugust25.pdf
2025,August,29,24.0,14434.0,1760.0,16194.0,40.12,601.0,Dagsalgsrapportaugust25.pdf
2025,August,31,67.0,30878.0,2881.0,33759.0,34.1,461.0,Dagsalgsrapportaugust25.pdf
2025,August,9,-1.89,-1.7,-7655.0,-36.0,-1881.0,,Dagsalgsrapportaugust25.pdf
2023,Desember,19,11259.0,747.0,10453.0,806.0,479.0,6701.0,Dagsalgsrapportdesember23.pdf
2023,Desember,14,12810.0,679.0,9509.0,3302.0,429.0,6007.0,Dagsalgsrapportdesember23.pdf
2023,Desember,14,13818.0,631.0,12624.0,1194.0,380.0,7592.0,Dagsalgsrapportdesember23.pdf
2023,Desember,20,13258.0,779.0,10906.0,2353.0,482.0,6745.0,Dagsalgsrapportdesember23.pdf
2023,Desember,14,2050.0,659.0,1318.0,732.0,409.0,817.0,Dagsalgsrapportdesember23.pdf
2023,Desember,2,1529.0,7460.0,834.0,12509.0,3.0,59.64,Dagsalgsrapportdesember23.pdf
2023,Desember,15,22794.0,804.0,20108.0,2686.0,496.0,12396.0,Dagsalgsrapportdesember23.pdf
2023,Desember,25,15453.0,771.0,13874.0,1578.0,443.0,7971.0,Dagsalgsrapportdesember23.pdf
2023,Desember,18,17430.0,702.0,11938.0,5491.0,432.0,7345.0,Dagsalgsrapportdesember23.pdf
2023,Desember,17,9818.0,977.0,8794.0,1025.0,596.0,5360.0,Dagsalgsrapportdesember23.pdf
2023,Desember,9,21364.0,842.0,16832.0,4532.0,497.0,9943.0,Dagsalgsrapportdesember23.pdf
2023,Desember,20,9827.0,775.0,8526.0,1301.0,482.0,5300.0,Dagsalgsrapportdesember23.pdf
2023,Desember,11,24670.0,858.0,21449.0,3222.0,520.0,13004.0,Dagsalgsrapportdesember23.pdf
2023,Desember,25,12974.0,883.0,12356.0,618.0,526.0,7358.0,Dagsalgsrapportdesember23.pdf
2023,Desember,14,15354.0,814.0,13027.0,2326.0,508.0,8122.0,Dagsalgsrapportdesember23.pdf
2023,Desember,16,21707.0,689.0,19978.0,1730.0,422.0,12248.0,Dagsalgsrapportdesember23.pdf
2023,Desember,29,17757.0,893.0,14291.0,3466.0,540.0,8641.0,Dagsalgsrapportdesember23.pdf
2023,Desember,16,5377.0,661.0,4627.0,750.0,415.0,2905.0,Dagsalgsrapportdesember23.pdf
2023,Desember,7,10516.0,901.0,9911.0,605.0,550.0,6050.0,Dagsalgsrapportdesember23.pdf
2023,Desember,11,17402.0,682.0,15014.0,2388.0,421.0,9259.0,Dagsalgsrapportdesember23.pdf
2023,Desember,22,18022.0,825.0,14026.0,3995.0,516.0,8779.0,Dagsalgsrapportdesember23.pdf
2023,Desember,17,15426.0,697.0,14631.0,794.0,416.0,8732.0,Dagsalgsrapportdesember23.pdf
2023,Desember,21,26600.0,899.0,21565.0,5035.0,542.0,13016.0,Dagsalgsrapportdesember23.pdf
2023,Desember,24,25182.0,796.0,23889.0,1293.0,397.0,11911.0,Dagsalgsrapportdesember23.pdf
2023,Desember,30,15762.0,754.0,12810.0,2951.0,459.0,7803.0,Dagsalgsrapportdesember23.pdf
2023,Desember,17,15378.0,771.0,13115.0,2263.0,489.0,8305.0,Dagsalgsrapportdesember23.pdf
2023,Desember,17,40144.0,692.0,35974.0,4170.0,387.0,20107.0,Dagsalgsrapportdesember23.pdf
2023,Desember,14,14.0,11893.0,2069.0,13962.0,57.86,849.0,Dagsalgsrapportdesember23.pdf
2023,Desember,16,24.0,18934.0,6126.0,25060.0,59.96,789.0,Dagsalgsrapportdesember23.pdf
2023,Desember,15,22.0,15944.0,2295.0,18239.0,59.98,725.0,Dagsalgsrapportdesember23.pdf
2023,Desember,17,27.0,21042.0,7925.0,28967.0,59.87,779.0,Dagsalgsrapportdesember23.pdf
2023,Desember,16,15.0,10236.0,1198.0,11434.0,62.76,682.0,Dagsalgsrapportdesember23.pdf
2023,Desember,18,12.0,7270.0,2410.0,9680.0,63.2,606.0,Dagsalgsrapportdesember23.pdf
2023,Desember,17,13.0,9950.0,3288.0,13238.0,58.93,765.0,Dagsalgsrapportdesember23.pdf
2023,Desember,19,27.0,21938.0,3171.0,25110.0,61.14,813.0,Dagsalgsrapportdesember23.pdf
2023,Desember,18,19.0,17030.0,2565.0,19595.0,60.53,896.0,Dagsalgsrapportdesember23.pdf
2023,Desember,20,21.0,17639.0,4113.0,21752.0,60.59,840.0,Dagsalgsrapportdesember23.pdf
2023,Desember,19,9.0,5554.0,2605.0,8158.0,65.42,617.0,Dagsalgsrapportdesember23.pdf
2023,Desember,21,30.0,21184.0,8580.0,29764.0,60.63,706.0,Dagsalgsrapportdesember23.pdf
2023,Desember,20,23.0,12958.0,3701.0,16658.0,55.4,563.0,Dagsalgsrapportdesember23.pdf
2023,Desember,22,21.0,16407.0,4574.0,20981.0,61.29,781.0,Dagsalgsrapportdesember23.pdf
2023,Desember,21,23.0,15302.0,4233.0,19535.0,62.28,665.0,Dagsalgsrapportdesember23.pdf
2023,Desember,23,31.0,21687.0,7014.0,28702.0,62.22,700.0,Dagsalgsrapportdesember23.pdf
2023,Desember,22,8.0,5314.0,1321.0,6635.0,55.77,664.0,Dagsalgsrapportdesember23.pdf
2023,Desember,24,19.0,13769.0,4987.0,18756.0,61.15,725.0,Dagsalgsrapportdesember23.pdf
2023,Desember,23,789.0,527.0,66.74,2107.0,24.0,25.0,Dagsalgsrapportdesember23.pdf
2023,Desember,4,1049.0,5928.0,890.0,10680.0,26.0,55.51,Dagsalgsrapportdesember23.pdf
2023,Desember,12,14199.0,979.0,13705.0,494.0,582.0,8143.0,Dagsalgsrapportdesember23.pdf
2023,Desember,14,4772.0,1067.0,4269.0,503.0,522.0,2089.0,Dagsalgsrapportdesember23.pdf
2023,Desember,4,16312.0,825.0,13195.0,3117.0,486.0,7768.0,Dagsalgsrapportdesember23.pdf
2023,Desember,16,6934.0,691.0,6218.0,716.0,311.0,2801.0,Dagsalgsrapportdesember23.pdf
2023,Desember,9,15286.0,677.0,11502.0,3783.0,391.0,6655.0,Dagsalgsrapportdesember23.pdf
2023,Desember,17,4833.0,689.0,4132.0,701.0,356.0,2135.0,Dagsalgsrapportdesember23.pdf
2023,Desember,6,12950.0,838.0,10056.0,2894.0,508.0,6090.0,Dagsalgsrapportdesember23.pdf
2023,Desember,12,318199.0,59.02,187802.0,742.0,,438.0,Dagsalgsrapportdesember23.pdf
2023,Desember,7,-1.66,-2.69,-8573.0,-37.0,-1267.0,,Dagsalgsrapportdesember23.pdf
2024,Desember,14,13258.0,779.0,10906.0,2353.0,482.0,6745.0,Dagsalgsrapportdesember24.pdf
2024,Desember,14,2686.0,12396.0,804.0,20108.0,1.0,61.65,Dagsalgsrapportdesember24.pdf
2024,Desember,25,22398.0,785.0,18053.0,4346.0,489.0,11246.0,Dagsalgsrapportdesember24.pdf
2024,Desember,23,17430.0,702.0,11938.0,5491.0,432.0,7345.0,Dagsalgsrapportdesember24.pdf
2024,Desember,17,20863.0,715.0,17166.0,3697.0,419.0,10050.0,Dagsalgsrapportdesember24.pdf
2024,Desember,24,21364.0,842.0,16832.0,4532.0,497.0,9943.0,Dagsalgsrapportdesember24.pdf
2024,Desember,20,16280.0,652.0,13049.0,3231.0,381.0,7612.0,Dagsalgsrapportdesember24.pdf
2024,Desember,20,24670.0,858.0,21449.0,3222.0,520.0,13004.0,Dagsalgsrapportdesember24.pdf
2024,Desember,25,13383.0,786.0,12571.0,812.0,495.0,7924.0,Dagsalgsrapportdesember24.pdf
2024,Desember,16,15354.0,814.0,13027.0,2326.0,508.0,8122.0,Dagsalgsrapportdesember24.pdf
2024,Desember,16,23376.0,721.0,19459.0,3917.0,444.0,12000.0,Dagsalgsrapportdesember24.pdf
2024,Desember,27,17757.0,893.0,14291.0,3466.0,540.0,8641.0,Dagsalgsrapportdesember24.pdf
2024,Desember,16,28163.0,779.0,24137.0,4026.0,461.0,14288.0,Dagsalgsrapportdesember24.pdf
2024,Desember,31,10516.0,901.0,9911.0,605.0,550.0,6050.0,Dagsalgsrapportdesember24.pdf
2024,Desember,11,8635.0,942.0,8474.0,162.0,530.0,4771.0,Dagsalgsrapportdesember24.pdf
2024,Desember,9,18022.0,825.0,14026.0,3995.0,516.0,8779.0,Dagsalgsrapportdesember24.pdf
2024,Desember,17,25914.0,1016.0,22343.0,3571.0,612.0,13462.0,Dagsalgsrapportdesember24.pdf
2024,Desember,22,26600.0,899.0,21565.0,5035.0,542.0,13016.0,Dagsalgsrapportdesember24.pdf
2024,Desember,24,20338.0,801.0,17611.0,2726.0,494.0,10876.0,Dagsalgsrapportdesember24.pdf
2024,Desember,22,15762.0,754.0,12810.0,2951.0,459.0,7803.0,Dagsalgsrapportdesember24.pdf
2024,Desember,17,30991.0,744.0,25294.0,5698.0,466.0,15845.0,Dagsalgsrapportdesember24.pdf
2024,Desember,11,52.0,35974.0,4170.0,40144.0,55.89,692.0,Dagsalgsrapportdesember24.pdf
2024,Desember,14,31.0,23298.0,4371.0,27669.0,60.16,752.0,Dagsalgsrapportdesember24.pdf
2024,Desember,12,24.0,18934.0,6126.0,25060.0,59.96,789.0,Dagsalgsrapportdesember24.pdf
2024,Desember,15,34.0,28821.0,5353.0,34174.0,59.37,848.0,Dagsalgsrapportdesember24.pdf
2024,Desember,13,27.0,21042.0,7925.0,28967.0,59.87,779.0,Dagsalgsrapportdesember24.pdf
2024,Desember,16,32.0,25494.0,5865.0,31358.0,56.88,797.0,Dagsalgsrapportdesember24.pdf
2024,Desember,14,12.0,7270.0,2410.0,9680.0,63.2,606.0,Dagsalgsrapportdesember24.pdf
2024,Desember,17,20.0,18769.0,2198.0,20966.0,57.44,938.0,Dagsalgsrapportdesember24.pdf
2024,Desember,15,27.0,21938.0,3171.0,25110.0,61.14,813.0,Dagsalgsrapportdesember24.pdf
2024,Desember,18,33.0,27414.0,5356.0,32770.0,60.18,831.0,Dagsalgsrapportdesember24.pdf
2024,Desember,16,21.0,17639.0,4113.0,21752.0,60.59,840.0,Dagsalgsrapportdesember24.pdf
2024,Desember,19,20.0,14881.0,3675.0,18556.0,59.11,744.0,Dagsalgsrapportdesember24.pdf
2024,Desember,17,30.0,21184.0,8580.0,29764.0,60.63,706.0,Dagsalgsrapportdesember24.pdf
2024,Desember,20,29.0,22606.0,6308.0,28914.0,62.47,780.0,Dagsalgsrapportdesember24.pdf
2024,Desember,18,21.0,16407.0,4574.0,20981.0,61.29,781.0,Dagsalgsrapportdesember24.pdf
2024,Desember,21,24.0,15318.0,4025.0,19342.0,58.93,638.0,Dagsalgsrapportdesember24.pdf
2024,Desember,19,31.0,21687.0,7014.0,28702.0,62.22,700.0,Dagsalgsrapportdesember24.pdf
2024,Desember,22,26.0,20742.0,6429.0,27170.0,59.5,798.0,Dagsalgsrapportdesember24.pdf
2024,Desember,20,19.0,13769.0,4987.0,18756.0,61.15,725.0,Dagsalgsrapportdesember24.pdf
2024,Desember,23,33.0,25393.0,7429.0,32822.0,57.85,769.0,Dagsalgsrapportdesember24.pdf
2024,Desember,21,11318.0,773.0,9270.0,2047.0,457.0,5481.0,Dagsalgsrapportdesember24.pdf
2024,Desember,12,7253.0,13946.0,785.0,22770.0,25.0,61.25,Dagsalgsrapportdesember24.pdf
2024,Desember,29,1321.0,3539.0,620.0,6201.0,26.0,57.07,Dagsalgsrapportdesember24.pdf
2024,Desember,10,14199.0,979.0,13705.0,494.0,582.0,8143.0,Dagsalgsrapportdesember24.pdf
2024,Desember,14,3117.0,7768.0,825.0,13195.0,25.0,58.87,Dagsalgsrapportdesember24.pdf
2024,Desember,16,3783.0,6655.0,677.0,11502.0,26.0,57.86,Dagsalgsrapportdesember24.pdf
2024,Desember,17,15763.0,809.0,11326.0,4437.0,461.0,6452.0,Dagsalgsrapportdesember24.pdf
2024,Desember,14,12950.0,838.0,10056.0,2894.0,508.0,6090.0,Dagsalgsrapportdesember24.pdf
2024,Desember,12,16000.0,640.0,11518.0,4482.0,333.0,5996.0,Dagsalgsrapportdesember24.pdf
2024,Desember,18,1678.0,1104.0,559.0,1678.0,31.0,65.81,Dagsalgsrapportdesember24.pdf
2024,Desember,3,21626.0,639.0,17888.0,3738.0,358.0,10015.0,Dagsalgsrapportdesember24.pdf
2024,Desember,28,9793.0,530.0,7953.0,1840.0,288.0,4317.0,Dagsalgsrapportdesember24.pdf
2024,Desember,15,420676.0,60.4,254074.0,780.0,,471.0,Dagsalgsrapportdesember24.pdf
2024,Desember,6,-1.53,-1.66,-6986.0,-36.0,-4920.0,,Dagsalgsrapportdesember24.pdf
2025,Desember,1,23.0,18053.0,4346.0,22398.0,62.3,785.0,Dagsalgsrapportdesember25.pdf
2025,Desember,2,45.0,33251.0,3905.0,37156.0,62.34,739.0,Dagsalgsrapportdesember25.pdf
2025,Desember,1,24.0,17166.0,3697.0,20863.0,58.54,715.0,Dagsalgsrapportdesember25.pdf
2025,Desember,3,25.0,21380.0,3425.0,24805.0,61.52,855.0,Dagsalgsrapportdesember25.pdf
2025,Desember,2,20.0,13049.0,3231.0,16280.0,58.33,652.0,Dagsalgsrapportdesember25.pdf
2025,Desember,4,18.0,13654.0,2541.0,16195.0,63.06,759.0,Dagsalgsrapportdesember25.pdf
2025,Desember,3,16.0,12571.0,812.0,13383.0,63.03,786.0,Dagsalgsrapportdesember25.pdf
2025,Desember,5,11.0,8892.0,3599.0,12491.0,57.85,808.0,Dagsalgsrapportdesember25.pdf
2025,Desember,4,27.0,19459.0,3917.0,23376.0,61.67,721.0,Dagsalgsrapportdesember25.pdf
2025,Desember,6,17.0,15708.0,3591.0,19299.0,59.5,924.0,Dagsalgsrapportdesember25.pdf
2025,Desember,5,31.0,24137.0,4026.0,28163.0,59.2,779.0,Dagsalgsrapportdesember25.pdf
2025,Desember,7,40.0,28481.0,2608.0,31089.0,55.03,712.0,Dagsalgsrapportdesember25.pdf
2025,Desember,6,9.0,8474.0,162.0,8635.0,56.3,942.0,Dagsalgsrapportdesember25.pdf
2025,Desember,8,12.0,8715.0,1122.0,9838.0,48.04,726.0,Dagsalgsrapportdesember25.pdf
2025,Desember,7,22.0,22343.0,3571.0,25914.0,60.25,1016.0,Dagsalgsrapportdesember25.pdf
2025,Desember,9,21.0,15215.0,5343.0,20558.0,62.24,725.0,Dagsalgsrapportdesember25.pdf
2025,Desember,8,22.0,17611.0,2726.0,20338.0,61.76,801.0,Dagsalgsrapportdesember25.pdf
2025,Desember,10,18.0,14509.0,2285.0,16794.0,54.09,806.0,Dagsalgsrapportdesember25.pdf
2025,Desember,9,34.0,25294.0,5698.0,30991.0,62.64,744.0,Dagsalgsrapportdesember25.pdf
2025,Desember,11,17.0,12246.0,3254.0,15499.0,52.24,720.0,Dagsalgsrapportdesember25.pdf
2025,Desember,10,31.0,23298.0,4371.0,27669.0,60.16,752.0,Dagsalgsrapportdesember25.pdf
2025,Desember,12,30.0,22926.0,3714.0,26640.0,56.96,764.0,Dagsalgsrapportdesember25.pdf
2025,Desember,11,34.0,28821.0,5353.0,34174.0,59.37,848.0,Dagsalgsrapportdesember25.pdf
2025,Desember,13,45.0,34709.0,5159.0,39868.0,55.78,771.0,Dagsalgsrapportdesember25.pdf
2025,Desember,12,32.0,25494.0,5865.0,31358.0,56.88,797.0,Dagsalgsrapportdesember25.pdf
2025,Desember,14,30.0,22426.0,5195.0,27621.0,59.86,748.0,Dagsalgsrapportdesember25.pdf
2025,Desember,13,20.0,18769.0,2198.0,20966.0,57.44,938.0,Dagsalgsrapportdesember25.pdf
2025,Desember,15,11.0,5187.0,6544.0,11731.0,53.32,472.0,Dagsalgsrapportdesember25.pdf
2025,Desember,14,33.0,27414.0,5356.0,32770.0,60.18,831.0,Dagsalgsrapportdesember25.pdf
2025,Desember,16,31.0,22442.0,9166.0,31608.0,56.92,724.0,Dagsalgsrapportdesember25.pdf
2025,Desember,15,20.0,14881.0,3675.0,18556.0,59.11,744.0,Dagsalgsrapportdesember25.pdf
2025,Desember,17,25.0,20540.0,2392.0,22932.0,60.18,822.0,Dagsalgsrapportdesember25.pdf
2025,Desember,16,29.0,22606.0,6308.0,28914.0,62.47,780.0,Dagsalgsrapportdesember25.pdf
2025,Desember,18,22.0,15537.0,7346.0,22882.0,61.8,706.0,Dagsalgsrapportdesember25.pdf
2025,Desember,17,24.0,15318.0,4025.0,19342.0,58.93,638.0,Dagsalgsrapportdesember25.pdf
2025,Desember,19,20.0,12588.0,3608.0,16196.0,57.85,629.0,Dagsalgsrapportdesember25.pdf
2025,Desember,18,26.0,20742.0,6429.0,27170.0,59.5,798.0,Dagsalgsrapportdesember25.pdf
2025,Desember,20,33.0,28979.0,4934.0,33914.0,55.51,878.0,Dagsalgsrapportdesember25.pdf
2025,Desember,19,33.0,25393.0,7429.0,32822.0,57.85,769.0,Dagsalgsrapportdesember25.pdf
2025,Desember,21,22.0,15585.0,4630.0,20215.0,59.03,708.0,Dagsalgsrapportdesember25.pdf
2025,Desember,20,12.0,9270.0,2047.0,11318.0,59.12,773.0,Dagsalgsrapportdesember25.pdf
2025,Desember,22,13.0,9750.0,1240.0,10990.0,58.44,750.0,Dagsalgsrapportdesember25.pdf
2025,Desember,21,29.0,22770.0,7253.0,30022.0,61.25,785.0,Dagsalgsrapportdesember25.pdf
2025,Desember,23,31.0,24609.0,6339.0,30948.0,60.64,794.0,Dagsalgsrapportdesember25.pdf
2025,Desember,22,10.0,6201.0,1321.0,7522.0,57.07,620.0,Dagsalgsrapportdesember25.pdf
2025,Desember,24,15.0,10009.0,5564.0,15573.0,49.23,667.0,Dagsalgsrapportdesember25.pdf
2025,Desember,23,8634.0,869.0,6954.0,1679.0,533.0,4261.0,Dagsalgsrapportdesember25.pdf
